Denumire,Pret,Stoc,Link,Poza,Descriere
"Sare de mare cu ierburi aromatice bio 250g Morel et Le Chantoux","40.21","instock","www.natur.ro/6B26565E-A0C4-4C7F-B50C-405FC3E0C56B.html","https://www.natur.ro/ImaginiProduse/6b26565e-a0c4-4c7f-b50c-405fc3e0c56b/3760012400355_358657b4-534f-4902-8a89-f44d9cfff46c.jpg","Sare de Guerande (celtica) cu ierburi aromatice bio 250g Morel et Le ChantouxAceasta este cea mai versatila reteta de sare MOREL et LE CHANTOUX. Poate fi folosita in retetele de zi cu zi, de la peste, la carne, cartofi copti, miel la gratar, musaca sau ratatouille.Ingrediente:&nbsp;95.2% sare de mare IGP, 4.8% ierburi aromatice (cimbru*, rozmarin*, cimbru de gradina*, oregano verde* , isop*, oregano rosu*).*din agricultura ecologicaConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Produs certificat ecologic&nbsp;Agricultura UE/Non-UEFabricat in FrantaGramaj:&nbsp;250g"
"Sare de mare cu alge bio 250g Morel et Le Chantoux","40.21","instock","www.natur.ro/AA0B7E8E-BBF7-4995-BCE9-8A881817D012.html","https://www.natur.ro/ImaginiProduse/aa0b7e8e-bbf7-4995-bce9-8a881817d012/3760012400362_9a5777c3-a3e0-451a-b6ae-db7a7251686b.jpg","Sare de Guerande (celtica) cu alge marine din Bretania bio 250g Morel et Le ChantouxSarea de Guerande IGP cu alge este excelenta pentru retetele cu fructe de mare, oferind o aroma deosebita preparatelor cu orez, paste sau homar si scoici.Ingrediente:&nbsp;97.1% sare de mare IGP, 2.9% alge marine din nordul Bretaniei (Dulse*, Nori*, Salata de mare*)&nbsp;&nbsp;*din agricultura ecologicaConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Produs certificat ecologic&nbsp;Fabricat in FrantaGramaj:&nbsp;250g"
"Sare de mare cu usturoi salbatic bio 250g Morel et Le Chantoux","40.21","instock","www.natur.ro/825D6659-A958-4241-B07F-1DAF28F06466.html","https://www.natur.ro/ImaginiProduse/825d6659-a958-4241-b07f-1daf28f06466/3760012400379_a2d733d7-ecb3-4a4c-af48-4247866fa002.jpg","Sare de Guerande (celtica) cu usturoi salbatic bio 250g Morel et Le ChantouxPoate fi folosita pentru a condimenta preparate cu peste, carne, cartofi prajiti, risotto, polenta, oferind&nbsp;o aroma dulce si fina de usturoi.Ingrediente:&nbsp;95.9% sare de mare IGP, 4.1% legume (usturoi salbatic*, usturoi*, salota*).*din agricultura ecologicaConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Produs certificat ecologic&nbsp;Agricultura UE/non-UEFabricat in FrantaGramaj:&nbsp;250g"
"Sare de mare cu fenicul si coaja de citrice bio 250g Morel et Le Chantoux","40.21","instock","www.natur.ro/4B3C1B45-789F-4CE5-9352-D5ABEA2D632F.html","https://www.natur.ro/ImaginiProduse/4b3c1b45-789f-4ce5-9352-d5abea2d632f/3760012400331_7842c602-3107-4292-89d0-fc38bf906c66.jpg","Sare de Guerande (celtica) cu fenicul si coaja de citrice bio 250g Morel et Le ChantouxSarea de Guerande IGP cu fenicul si coaja de citrice se presara la finalul gatirii si potriveste perfect cu preparate din peste, preparate gatite la abur sau prajite. Poate fi presarata si in salate verzi sau diferite feluri de mancare, inclusiv rata, peste, legume crude, supe, piure de morcovi sau caserola cu midii.Ingrediente:&nbsp;90.9% sare de mare IGP, 4.1% coaja de citrice*, 5% fenicul si seminte de fenicul*.*din agricultura ecologicaConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Produs certificat ecologic&nbsp;Agricultura UE/non-UEFabricat in FrantaGramaj:&nbsp;250g"
"Sare de mare grunjoasa 2.5KG Morel et Le Chantoux","46.31","notinstock","www.natur.ro/40705A95-1061-46E1-8B9F-3DBFEDEB3131.html","https://www.natur.ro/ImaginiProduse/40705a95-1061-46e1-8b9f-3dbfedeb3131/3760012400157_e07d9960-3d6e-4d8f-85a2-aad683a070d1.JPG","Sare de Guerande (celtica) grunjoasa 2.5KG Morel et Le ChantouxSare de mare gri - de masaSarea de Guerande este recoltata in mod traditional, in conformitate cu specificatiile APROSELA IGP. Spre deosebire de sarurile rafinate, sarea de Guerande este un produs brut care nu a fost supus unei prelucrari chimice si nici nu a fost tratat cu aditivi precum fluor, nitriti, iod sau agenti antiaglomeranti.Sarea de Guerande se distinge usor prin parfumul sau floral si cristalele sale geometrice, unghiulare. Are o aroma unica ce respecta si imbogateste gustul tuturor preparatelor.&nbsp;Sugestie de utilizare:&nbsp;Poate fi folosita pentru a gati legume, paste sau orez (aproximativ 5g de sare/litru de apa). Este ideala pentru condimentarea carnii, pestelui, pentru prepararea painii sau pentru coacerea pestelui sau a carnii in crusta de sare.Ingrediente:&nbsp;100% sare de mare IGPConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Certificare IGP (Indicatie Geografica Protejata)Fabricat in FrantaGramaj:&nbsp;2.5kg&nbsp;"
"Sare de mare grunjoasa 5KG Morel et Le Chantoux","86.7","notinstock","www.natur.ro/B1653097-2DC9-40CA-AD27-A84A1FF8E8F9.html","https://www.natur.ro/ImaginiProduse/b1653097-2dc9-40ca-ad27-a84a1ff8e8f9/3760012400164_00e3f01d-82da-4bd2-873b-b1015eec279c.png","Sare de Guerande (celtica) grunjoasa 5KG Morel et Le ChantouxSare de mare gri - de masaSarea de Guerande este recoltata in mod traditional, in conformitate cu specificatiile APROSELA IGP. Spre deosebire de sarurile rafinate, sarea de Guerande este un produs brut care nu a fost supus unei prelucrari chimice si nici nu a fost tratat cu aditivi precum fluor, nitriti, iod sau agenti antiaglomeranti.Sarea de mare de Guerande se distinge usor prin parfumul sau floral si cristalele sale geometrice, unghiulare. Are o aroma unica ce respecta si imbogateste gustul tuturor preparatelor.&nbsp;Sugestie de utilizare:&nbsp;Poate fi folosita pentru a gati legume, paste sau orez (aproximativ 5g de sare/litru de apa). Este ideala pentru condimentarea carnii, pestelui, pentru prepararea painii sau pentru coacerea pestelui sau a carnii in crusta de sare.Ingrediente:&nbsp;100% sare de mare IGPConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Certificare IGP (Indicatie Geografica Protejata)Fabricat in FrantaGramaj:&nbsp;5kg&nbsp;"
"Sare de mare fina 2KG Morel et Le Chantoux","71.2","notinstock","www.natur.ro/25D4B9E2-7497-4EF9-9FBF-D03218E6A7E1.html","https://www.natur.ro/ImaginiProduse/25d4b9e2-7497-4ef9-9fbf-d03218e6a7e1/37600124004162_262b5732-093d-420c-9941-19ab556c15ad.png","Sare de Guerande (celtica) fina 2KG Morel et Le ChantouxSarea de Guerande este recoltata in mod traditional, in conformitate cu specificatiile APROSELA IGP.&nbsp;Aceasta sare de masa gri fina din Guerande&nbsp;este rezultatul delicat al soarelui, vantului si metodelor ancestrale de minerit.Ingrediente:&nbsp;100% sare de mare IGP fina.Conditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros.&nbsp;Certificare IGP (Indicatie Geografica Protejata)Fabricat in FrantaGramaj:&nbsp;2KG"
"Sare de mare fina bio 500g Obio","16.43","instock","www.natur.ro/9CFF7A4E-E7CC-480D-B7C5-1A2736F1D3DA.html","https://www.natur.ro/ImaginiProduse/9cff7a4e-e7cc-480d-b7c5-1a2736f1d3da/Prod021_5c781daf-4999-485a-b71c-19f18a818871.jpg","Sare de mare fina bio 500g ObioSare de mare Obio din Spania, fina, bio, neiodata, nerafinata.Aceasta sare de mare certificata ecologic provine dintr-o salina situata pe coasta mediteraneana de nord-est a Spaniei, in apropierea unui parc natural UNESCO.&nbsp;Sarea este obtinuta din apa de mare pura, prin evaporare naturala, folosind metode traditionale.&nbsp;Dupa recoltare, este curatata cu grija, uscata, cernuta si pregatita pentru utilizare.*Acest produs este supus unui control permanent realizat de chimisti independenti si corespunde criteriilor&nbsp;Codex Alimentarius&nbsp;pentru sarea alimentara.&nbsp;Sarea de mare Obio poate prezenta variatii naturale de culoare.Ingrediente:&nbsp;Sare de mare*, neiodata&nbsp;*din agricultura ecologicaSugestie de folosire:&nbsp;Sarea de mare Obio este ideala pentru gatit si condimentarea zilnica si poate fi folosita si pentru bai cu sare.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Produs certificat ecologicAgricultura UETara de origine:&nbsp;SpaniaAmbalata in:&nbsp;AustriaGramaj:&nbsp;500g"
"Sare de mare grunjoasa bio 500g Obio","16.58","instock","www.natur.ro/763ED43E-0B89-4405-A5C9-B14277B753E0.html","https://www.natur.ro/ImaginiProduse/763ed43e-0b89-4405-a5c9-b14277b753e0/Prod011_3fd2b7b2-c771-40b3-8a51-73b2f5b71934.jpg","Sare de mare grunjoasa bio 500g ObioSare de mare Obio din Spania, grunjoasa, bio, neiodata, nerafinata.Aceasta sare de mare certificata ecologic provine dintr-o salina situata pe coasta mediteraneana de nord-est a Spaniei, in apropierea unui parc natural UNESCO.&nbsp;Sarea este obtinuta din apa de mare pura, prin evaporare naturala, folosind metode traditionale.&nbsp;Dupa recoltare, este curatata cu grija, uscata, cernuta si pregatita pentru utilizare.*Acest produs este supus unui control permanent realizat de chimisti independenti si corespunde criteriilor&nbsp;Codex Alimentarius&nbsp;pentru sarea alimentara.&nbsp;Sarea de mare Obio poate prezenta variatii naturale de culoare.Granulatie mare &ndash; potrivita pentru rasnite de sare.Ingrediente:&nbsp;Sare de mare*, neiodata&nbsp;*din agricultura ecologicaSugestie de folosire:&nbsp;Sarea de mare Obio este ideala pentru gatit si condimentarea zilnica si poate fi folosita si pentru bai cu sare.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Produs certificat ecologicAgricultura UETara de origine:&nbsp;SpaniaAmbalata in:&nbsp;AustriaGramaj:&nbsp;500g"
"Sirop de agave brun bio 250ml Obio","32.8","instock","www.natur.ro/sirop-de-agave-raw-dark-eco-250ml-obio.html","https://www.natur.ro/ImaginiProduse/13c6e6b0-b797-42a8-aa03-c20fa6b51537/agave_f0de2460-68a7-492e-8e51-c6021ef3dc83.jpg","Sirop de agave raw organic, 250ml - Obio&nbsp;Gustul siropului este asemanator cu cel al mierii de albine. Are un indice glicemic scazut, si poate fi folosit si de catre persoanele care au diabet.Siropul de agave se foloseste ca si alternativa la zahar, deci practic poate fi folosit oriunde folositi in mod obisnuit zahar.Ingrediente: sirop de agave**din agricultura ecologica&nbsp;Valori nutritionale/100g: Energie: 1672Kj / 400KcalGrasimi: 0.4 g din care saturate 0gCarbohidrati: 99.3g din care zaharuri 96.5gProteine: 0.1gFibre: 0.2gSaruri: 0.004g&nbsp;Produs certificat bio&nbsp;Gramaj: 250g.&nbsp;Tara de origine: Mexic"
"Zahar de cocos bio 400g Obio","57.7","instock","www.natur.ro/0E5C0390-E637-485E-92EE-938DDB419E5B.html","https://www.natur.ro/ImaginiProduse/0e5c0390-e637-485e-92ee-938ddb419e5b/Zahardecocosbio400gObio_f6075075-ad31-42bd-9fac-b8095b10e7af.jpeg","Zahar de cocos bio 400g Obio-pur, nerafinat-Alternativa perfecta la zaharul obisnuit rafinat din sfecla sau trestie. Zaharul de cocos se extrage printr-un procedeu foarte simplu de aceea este considerat una dintre cele mai sanatoase daca nu cea mai sanatoasa varianta la zaharul obisnuit/rafinat. El se obtine din nectarul florilor de cocos. Nectarul este colectat, apoi este pus la fiert printr-un proces lent, iar cand apa s-a evaporat ramane zaharul de cocos. Cu gust intens si caramelizat, poate fi folosit ca indulcitor natural sanatos oriunde&nbsp; e nevoie de zahar.Ingrediente: 100% zahar de cocos**din agricultura ecologicaValori nutritionale/100g:Energie: 1577 kj / 377 kcalGrasimi: 0,4g&nbsp;&nbsp;&nbsp;&nbsp; din care acizi grasi saturati: 0gGlucide: 93g&nbsp;&nbsp;&nbsp;&nbsp; din care zaharuri: 90gProteine: 0gSare: 0,9gProdus certificat ecologic.&nbsp;Tara de origine: Indonezia400g"
"Erythritol indulcitor bio 125g Obio","23.15","notinstock","www.natur.ro/9AC4E775-810C-4BE3-ADCA-64F8C45BE49D.html","https://www.natur.ro/ImaginiProduse/9ac4e775-810c-4be3-adca-64f8c45be49d/6426333002599_4833435c-c08c-463e-b3e3-739d9cc29858.jpeg","Erythritol indulcitor bio, 125g, ObioEritritolul este o pulbere cristalina, alba. Apare in mod natural in unele fructe si alimente fermentate si este fabricat prin fermentare din glucoza. Este usor solubil in apa. Dulceata eritritolului este aproximativ 60%-70% din cea a zaharozei. Puteti utiliza eritritol in acelasi mod ca si zaharul. Este potrivit pentru amestecul in cafea sau ceai, sa il presarati peste fructe si prajituri, sau sa coaceti cu el.Ingrediente:&nbsp;100% Erythritol**din agricultura ecologicaValori nutritionale/100g:Energie: 0Kj/ 0KcalGrasimi: 0g din care saturate 0gCarbohidrati: &gt;99.5g din care zaharuri 0gProteine: 0gFibre: 0gSaruri: 0gProdus certificat ecologicConditii de pastrare:&nbsp;A se pastra la loc uscat si racoros, departe de razele soarelui.Origine:&nbsp;ChinaGramaj:&nbsp;125g"
"Sare de Himalaya grunjoasa 500g Green Bliss","17.17","instock","www.natur.ro/B193A2A5-3896-4678-89D8-61B33DEA7D52.html","https://www.natur.ro/ImaginiProduse/b193a2a5-3896-4678-89d8-61b33dea7d52/Prod091_6d87776d-fafa-4f91-a8a9-f84165f964f4.jpg","Sare de Himalaya grunjoasa 500g Green BlissSare de Himalaya Green Bliss grunjoasa, naturala,&nbsp;neiodata, nerafinata.Sare grunjoasa din regiunile de la baza muntelui Himalaya.Ingrediente:&nbsp;sare de Himalaya, neiodata.Aceasta sare naturala s-a format in urma cu peste 250 de milioane de ani in regiunile de la baza muntelui Himalaya, prin evaporarea Marii Primordiale.&nbsp;Protejata de influentele mediului si de poluare, aceasta a ramas nealterata pana in prezent. Printr-o procesare blanda, sarea de Himalaya isi pastreaza in continuare compozitia sa originala, naturala.*Acest produs este supus unui control permanent realizat de chimisti independenti in domeniul alimentar, si corespunde criteriilor&nbsp;Codex Alimentarius&nbsp;pentru sarea alimentara.Sarea de Himalaya Green Bliss poate varia in culoare, in mod natural.Granulatie mare &ndash; potrivita pentru rasnite de sare.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Tara de origine:&nbsp;Pakistan, Salt RangeAmbalata in:&nbsp;AustriaGramaj:&nbsp;500g"
"Sare neagra Kala Namak grunjoasa 350g Green Bliss","30.37","instock","www.natur.ro/9C53A4C7-F238-4501-9F73-E064B8BF4D4D.html","https://www.natur.ro/ImaginiProduse/9c53a4c7-f238-4501-9f73-e064b8bf4d4d/Prod041_11f8d720-7522-4ec1-a021-6dfd8342db66.jpg","Sare neagra Kala Namak grunjoasa 350g Green BlissSare neagra Kala Namak Green Bliss grunjoasa, naturala, ayurvedica,&nbsp;neiodata,&nbsp;nerafinata.O specialitate a bucatariei indiene si ayurvedice.&nbsp;Sarea Kala Namak isi datoreaza gustul intens si inconfundabil, precum si aroma specifica de ou fiert, compusilor de sulf continuti in sare.Sarea Kala Namak Green Bliss nu contine aditivi chimici sau potentiatori de aroma si poate prezenta variatii naturale de culoare.Granulatie mare &ndash; potrivita pentru rasnite de sare.Ingrediente:&nbsp;Kala Namak (sare de roca) neiodata, Salsola stocksii (planta folosita la obtinerea sarii Kala Namak).Sugestie de folosire:&nbsp;Este un ingredient esential in bucutaria indiana, in special pentru prepararea de curry-uri si chutney-uri. Se potriveste perfect si cu peste, preparate vegetale, tofu, avocado, vinete, etc. In bucataria vegana, este folosita adesea ca inlocuitor pentru ou datorita gustului sau specific.Se recomanda utilizarea cu moderatie.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Tara de origine:&nbsp;Pakistan, Salt RangeAmbalata in:&nbsp;AustriaGramaj:&nbsp;350g"
"Sare celtica grunjoasa 400g Green Bliss","25.47","instock","www.natur.ro/6BD9CA81-9DDC-4097-A6C7-D089FC35BD1C.html","https://www.natur.ro/ImaginiProduse/6bd9ca81-9ddc-4097-a6c7-d089fc35bd1c/Prod051_0eeec775-82cb-4b52-9c22-82ffdae25115.jpg","Sare celtica grunjoasa 400g Green BlissSare gri de mare (celtica) din zona Guerande, coasta oceanului Atlantic, naturala,&nbsp;grunjoasa,&nbsp;neiodata,&nbsp;nerafinata.Aceasta sare de mare naturala este recoltata manual, in mod traditional, conform metodei celtice, cu ajutorul uneltelor speciale cu maner lung, numite Cimauges, direct din campurile de sare din Guerande, Franta.Sarea celtica se formeaza prin evaporare naturala, sub actiunea soarelui si a vantului, in bazine plate cu strat de argila. Caracteristica distinctiva a acestei sari este culoarea usor gri.&nbsp;Fiind complet netratata, isi pastreaza gustul autentic si umiditatea naturala.Sarea de mare Green Bliss poate prezenta variatii naturale de culoare.Granulatie medie &ndash; potrivita si pentru rasnite cu mecanism ceramic.*Datorita continutului ridicat de umiditate naturala, este recomandata utilizarea doar in rasnite cu mecanism ceramic!Ingrediente:&nbsp;Sare celtica, neiodata.Condiii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Tara de origine:&nbsp;FrantaAmbalata in:&nbsp;AustriaGramaj:&nbsp;400g"
"Sare de ocna fina 500g Green Bliss","18.63","instock","www.natur.ro/8A04C056-35D6-4594-B203-2F84D125F4CF.html","https://www.natur.ro/ImaginiProduse/8a04c056-35d6-4594-b203-2f84d125f4cf/Prod071_a2401ebf-5b11-4a9e-81c1-beb547fb275b.jpg","Sare de ocna fina 500g Green BlissSare de ocna Green Bliss din inima Germaniei, fina, naturala,&nbsp;neiodata,&nbsp;nerafinata.Sare de roca din Marea Primordiala, provenita din cele mai vechi mine de sare din Germania.&nbsp;Aceasta sare naturala s-a format in urma cu peste 200 de milioane de ani, prin evaporarea Marii Primordiale, si este pastrata, protejata de poluarea actuala, la o adancime de 400-750m sub suprafata pamantului.&nbsp;Sarea este extrasa prin metode traditionale de minerit si apoi macinata bland, in mori speciale, pastrandu-si compozitia naturala, originala.*Acest produs este supus unui control permanent realizat de chimisti independenti in domeniul alimentar si corespunde criteriilor&nbsp;Codex Alimentarius&nbsp;pentru sarea alimentara.Sarea de ocna Green Bliss poate varia in culoare, in mod natural.Ingrediente:&nbsp;Sare de ocna, neiodata.Sugestie de folosire:&nbsp;Sarea de ocna este recomandata pentru gatit si condimentarea tuturor preparatelor, avand un gust fin care accentueaza armonios aroma naturala a mancarurilor.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Tara de origine:&nbsp;GermaniaAmbalata in:&nbsp;AustriaGramaj:&nbsp;500g"
"Sare de ocna grunjoasa 500g Green Bliss","19.25","instock","www.natur.ro/7905F709-289E-4C27-80A8-AE62B9E94320.html","https://www.natur.ro/ImaginiProduse/7905f709-289e-4c27-80a8-ae62b9e94320/Prod081_445db6de-77c3-4cbb-b6bd-5f8dda00df95.jpg","Sare de ocna grunjoasa 500g Green BlissSare de ocna Green Bliss din inima Germaniei, grunjoasa, naturala,&nbsp;neiodata,&nbsp;nerafinata.Sare de roca din Marea Primordiala, provenita din cele mai vechi mine de sare din Germania.&nbsp;Aceasta sare naturala s-a format in urma cu peste 200 de milioane de ani, prin evaporarea Marii Primordiale, si este pastrata, protejata de poluarea actuala, la o adancime de 400-750m sub suprafata pamantului.&nbsp;Sarea este extrasa prin metode traditionale de minerit si apoi macinata bland, in mori speciale, pastrandu-si compozitia naturala, originala.*Acest produs este supus unui control permanent realizat de chimisti independenti in domeniul alimentar si corespunde criteriilor&nbsp;Codex Alimentarius&nbsp;pentru sarea alimentara.Sarea de ocna Green Bliss poate varia in culoare, in mod natural.Granulatie mare &ndash; potrivita pentru rasnite de sare.Ingrediente:&nbsp;Sare de ocna, neiodata.Sugestie de folosire:&nbsp;Sarea de ocna este recomandata pentru gatit si condimentarea tuturor preparatelor, avand un gust fin care accentueaza armonios aroma naturala a mancarurilor.Conditii de pastrare:&nbsp;A se pastra uscat si inchis ermetic.Tara de origine:&nbsp;GermaniaAmbalata in:&nbsp;AustriaGramaj:&nbsp;500g"
